"","Gene1","Gene2","Gene3","Gene4","Gene5","Gene6","Gene7","Gene8","Gene9","Gene10","Gene11","Gene12","Gene13","Gene14","Gene15","Gene16","Gene17","Gene18","Gene19","Gene20","Gene21","Gene22","Gene23","Gene24","Gene25","Gene26","Gene27","Gene28","Gene29","Gene30","Gene31","Gene32","Gene33","Gene34","Gene35","Gene36","Gene37","Gene38","Gene39","Gene40","Gene41","Gene42","Gene43","Gene44","Gene45","Gene46","Gene47","Gene48","Gene49","Gene50","Gene51","Gene52","Gene53","Gene54","Gene55","Gene56","Gene57","Gene58","Gene59","Gene60","Gene61","Gene62","Gene63","Gene64","Gene65","Gene66","Gene67","Gene68","Gene69","Gene70","Gene71","Gene72","Gene73","Gene74","Gene75","Gene76","Gene77","Gene78","Gene79","Gene80","Gene81","Gene82","Gene83","Gene84","Gene85","Gene86","Gene87","Gene88","Gene89","Gene90","Gene91","Gene92","Gene93","Gene94","Gene95","Gene96","Gene97","Gene98","Gene99","Gene100","Gene101","Gene102","Gene103","Gene104","Gene105","Gene106","Gene107","Gene108","Gene109","Gene110","Gene111","Gene112","Gene113","Gene114","Gene115","Gene116","Gene117","Gene118","Gene119","Gene120","Gene121","Gene122","Gene123","Gene124","Gene125","Gene126","Gene127","Gene128","Gene129","Gene130","Gene131","Gene132","Gene133","Gene134","Gene135","Gene136","Gene137","Gene138","Gene139","Gene140","Gene141","Gene142","Gene143","Gene144","Gene145","Gene146","Gene147","Gene148","Gene149","Gene150","Gene151","Gene152","Gene153","Gene154","Gene155","Gene156","Gene157","Gene158","Gene159","Gene160","Gene161","Gene162","Gene163","Gene164","Gene165","Gene166","Gene167","Gene168","Gene169","Gene170","Gene171","Gene172","Gene173","Gene174","Gene175","Gene176","Gene177","Gene178","Gene179","Gene180","Gene181","Gene182","Gene183","Gene184","Gene185","Gene186","Gene187","Gene188","Gene189","Gene190","Gene191","Gene192","Gene193","Gene194","Gene195","Gene196","Gene197","Gene198","Gene199","Gene200"
"Cell1426",0,0,0,0,0,0,203,0,0,0,2902,0,473,303,0,0,733,0,0,0,0,3406,41,191,191,0,0,167,49,308,0,0,0,364,0,168,0,0,83,0,0,0,0,125,0,4896,0,0,6444,0,0,0,0,0,96,49,0,0,0,0,0,325,0,0,271,0,0,167,353,0,0,0,95,0,0,0,56,0,0,0,0,0,0,0,590,0,165,0,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,237,233,4398,643,0,0,10,0,0,0,0,144,0,0,0,0,172,203,0,0,0,0,0,169,0,0,0,0,0,0,0,0,502,0,0,0,260,283,50,1609,0,0,0,604,0,0,735,0,0,0,194,369,0,10,0,0,0,271,0,0,0,0,99,63,0,0,110,0,0,773,0,0,0,2409,3023,18,0,422,0,0,0,284,1003,0,95
"Cell1427",0,0,0,0,0,208,0,0,200,13,2895,0,608,394,0,0,880,0,73,0,40,3149,0,150,132,123,164,152,0,238,0,0,0,419,13,0,0,0,0,0,0,0,0,110,0,5832,0,0,5562,0,285,0,0,0,0,0,71,0,0,0,0,497,0,0,372,0,0,0,570,0,0,0,0,0,0,0,0,0,100,99,270,26,0,198,0,0,0,0,749,0,0,0,555,0,431,0,8,0,0,490,0,0,0,0,0,0,0,0,11,0,0,210,0,156,218,269,197,4783,0,0,0,0,0,0,0,273,0,429,0,0,0,85,116,100,0,0,0,0,0,197,0,0,72,0,0,33,0,558,45,0,0,0,429,0,1545,162,0,72,484,0,0,0,0,0,37,0,0,20,0,0,0,0,284,0,45,0,0,0,0,0,0,0,206,34,553,27,0,0,2019,2826,50,135,370,0,0,0,0,1279,0,0
"Cell1428",26,79,0,0,0,193,241,0,172,0,3118,0,718,359,0,0,1018,0,0,0,0,4048,0,111,216,115,221,109,0,437,0,86,0,480,26,0,0,0,107,0,397,0,0,145,0,5103,0,0,5484,0,267,0,0,0,94,0,131,21,0,0,0,439,0,0,0,0,0,271,497,0,0,0,0,0,0,0,0,0,112,91,295,0,0,0,613,0,0,0,833,0,0,0,528,0,729,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,175,18,0,0,319,291,5626,419,0,0,0,0,0,0,0,104,530,120,98,0,156,170,131,0,0,0,0,0,135,225,0,101,0,142,0,0,0,30,0,0,0,378,0,1138,118,0,76,464,0,139,1005,121,0,0,176,433,0,0,0,0,0,299,0,0,0,0,72,118,0,0,0,236,0,723,0,0,0,2439,2783,0,190,0,0,0,0,385,1156,0,98
"Cell1429",0,0,0,330,0,0,284,0,0,0,3458,0,658,486,0,0,1067,0,108,0,25,5178,0,0,320,0,261,0,0,488,0,129,0,0,0,0,0,153,0,14,0,0,0,153,0,8021,0,0,7365,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,364,0,0,184,654,0,0,0,141,0,0,0,78,0,0,0,0,0,17,0,1042,0,0,0,854,0,83,0,653,11,839,7,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,261,59,185,515,395,392,6668,0,0,0,0,0,100,0,281,171,0,0,0,0,212,0,0,0,0,0,0,304,0,249,0,0,0,186,0,0,0,0,33,0,370,615,85,2180,0,0,206,893,117,0,1052,0,0,54,0,593,0,0,0,0,235,0,0,0,0,0,112,0,0,147,119,237,0,1553,0,0,0,3516,3972,0,0,615,0,0,0,525,1482,0,0
"Cell1430",0,0,0,0,37,0,0,0,196,0,2527,0,568,435,0,0,0,0,114,0,34,5277,0,260,243,0,0,195,0,0,0,165,0,522,0,0,0,178,122,0,426,0,0,165,206,5276,0,7,5180,0,325,0,0,0,136,107,0,0,0,0,0,0,0,23,335,0,0,151,578,0,100,0,0,0,0,0,62,87,116,110,271,0,0,275,811,0,322,0,0,0,0,0,556,10,719,0,0,0,0,577,0,0,0,33,0,0,88,0,0,0,0,247,0,240,422,0,345,7636,724,0,0,0,0,0,0,0,0,0,0,98,0,0,157,0,0,71,0,0,0,211,0,0,65,0,188,0,0,574,0,0,0,379,424,91,1916,146,0,0,0,0,135,1016,124,0,0,223,0,0,0,0,0,197,256,0,0,0,0,0,0,0,0,125,235,0,977,0,0,374,2299,3394,0,0,374,0,0,0,320,1355,0,101
"Cell1431",0,0,0,425,0,0,247,0,0,0,3823,0,769,0,0,0,1619,0,0,27,0,4066,0,253,263,0,0,186,0,362,0,147,0,0,19,189,0,117,0,0,555,0,0,0,205,5986,0,0,7964,0,435,0,0,0,0,0,0,0,0,0,0,650,0,0,444,0,0,194,606,0,0,0,0,30,0,45,0,0,0,0,298,0,0,279,0,0,0,0,1202,0,114,22,0,0,993,0,0,0,0,664,0,0,0,0,0,0,146,0,0,220,0,0,0,300,324,410,251,6872,0,0,0,0,0,0,0,346,141,686,0,0,0,143,0,0,0,0,0,55,115,191,305,0,0,0,0,0,0,1014,0,0,0,393,491,115,1838,0,48,107,624,0,188,1286,0,0,0,191,692,0,0,0,0,0,411,108,0,0,13,0,0,12,99,0,0,0,689,0,0,291,2901,3075,0,241,551,0,0,153,456,1275,0,140
"Cell1432",45,0,0,303,0,0,195,0,156,0,2926,0,629,330,0,0,831,32,114,0,0,4970,33,0,281,0,0,0,68,463,0,146,0,374,0,158,0,0,0,0,459,0,0,0,0,4904,0,0,7552,0,0,0,0,0,0,0,122,0,0,0,0,505,0,0,365,0,0,171,770,0,0,0,0,0,0,30,0,0,130,0,281,0,0,304,795,0,229,0,845,0,0,0,0,0,987,0,0,0,0,0,0,169,0,0,0,0,89,0,0,0,0,180,0,246,253,250,264,0,645,0,0,0,0,86,0,194,121,340,0,0,0,131,185,0,0,0,0,0,200,130,0,0,73,0,0,0,0,641,47,25,0,316,452,0,2111,0,69,0,803,0,0,1109,0,0,0,155,0,0,0,0,0,166,0,0,29,0,0,0,87,0,72,133,211,0,982,0,0,327,3100,3193,0,0,544,0,0,132,464,1026,0,0
"Cell1433",0,0,0,0,0,0,0,0,106,0,2575,0,454,0,0,0,862,0,0,0,0,3853,0,0,261,169,201,118,0,0,0,0,0,483,0,168,0,0,0,0,330,0,0,190,0,4240,0,0,5805,0,0,0,0,0,93,0,0,0,0,0,0,605,0,0,363,53,0,0,430,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,525,0,0,0,611,0,61,0,708,0,852,0,24,0,0,520,0,136,0,0,0,0,137,0,0,0,0,147,0,256,281,249,0,5172,622,0,0,0,0,0,0,171,0,394,208,0,0,124,0,0,0,103,0,0,0,0,172,0,69,0,219,0,0,575,0,0,0,219,374,0,1708,0,0,185,0,0,0,621,114,0,0,140,334,0,0,0,0,150,479,0,0,0,0,114,0,0,0,0,0,0,1102,0,0,277,2937,3304,0,219,458,0,0,114,0,970,0,77
"Cell1434",26,0,0,0,0,0,0,0,173,0,2149,0,471,271,0,0,787,0,0,0,0,2829,0,0,208,0,0,0,54,278,0,0,0,406,0,0,0,116,0,0,293,132,0,0,76,4322,0,13,5230,0,334,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,114,303,0,0,0,0,0,0,0,0,0,0,0,166,0,0,143,393,0,163,0,564,0,0,0,458,0,575,0,14,0,0,351,0,0,20,0,0,0,79,0,0,0,0,0,0,0,253,159,194,4573,0,0,0,0,0,0,0,188,0,0,124,0,0,0,0,108,0,0,0,0,0,0,154,0,0,0,0,0,0,318,0,17,0,0,0,0,1523,97,26,0,751,0,0,688,0,0,0,0,369,0,0,0,0,103,175,0,0,0,0,0,0,0,0,91,90,22,667,18,0,229,0,2239,0,0,423,0,0,96,235,0,0,119
"Cell1435",0,63,0,0,0,137,0,21,0,0,1573,0,368,289,0,0,555,21,46,0,0,2964,0,159,214,0,0,0,0,342,0,115,0,368,0,138,0,0,89,0,0,63,0,49,0,4181,0,0,5571,0,0,0,26,0,0,0,0,0,0,0,0,328,0,0,156,0,0,0,877,0,0,17,89,0,0,36,36,39,149,102,236,0,0,195,451,0,90,0,291,0,0,0,495,0,534,0,0,0,0,523,2,78,0,0,0,0,81,0,0,0,0,412,0,0,173,0,0,0,0,0,0,0,3,0,0,113,147,283,0,57,0,123,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,441,0,0,0,301,0,0,1282,115,0,0,0,0,116,795,134,0,0,0,462,0,0,0,0,81,171,86,20,0,0,76,50,0,0,0,112,0,455,0,0,222,2203,1677,0,106,375,0,0,82,301,908,0,0
"Cell1436",0,0,0,619,0,0,301,0,231,0,4502,0,872,0,0,0,1039,0,0,0,0,6378,0,368,383,200,325,256,0,0,0,240,91,918,0,347,74,227,0,0,538,190,0,149,0,7434,0,0,7988,0,562,0,64,0,0,0,181,0,0,0,160,741,0,0,632,0,0,268,674,20,93,0,0,0,0,0,0,0,215,127,422,0,0,0,871,0,317,0,1597,0,0,0,1027,0,0,0,0,0,37,559,0,0,0,0,0,0,268,0,0,0,0,370,0,415,342,485,364,7504,877,0,0,0,0,115,0,289,182,591,241,128,0,289,259,173,0,122,0,0,220,186,307,0,0,10,0,84,0,0,59,0,0,488,0,135,3180,0,0,0,1240,0,210,1823,164,0,63,267,801,28,33,0,0,261,0,0,83,0,23,174,0,0,136,148,0,0,1621,0,0,339,4342,4424,0,295,655,0,0,200,0,1579,0,0
"Cell1437",0,36,0,234,0,224,0,0,150,0,3373,0,877,253,0,0,1175,0,102,14,0,4350,0,171,156,130,186,0,0,432,0,0,0,368,0,181,0,55,154,0,0,0,0,103,0,5770,0,0,7661,0,320,0,25,0,0,62,0,0,0,0,0,513,0,0,0,0,0,177,0,0,0,0,110,0,0,0,0,29,0,84,272,27,35,0,654,0,0,0,845,0,62,5,732,0,0,0,0,0,0,447,0,0,0,0,0,0,68,0,0,0,0,214,0,0,0,0,302,5667,355,34,0,0,0,0,0,154,0,527,152,120,0,0,150,0,0,110,0,0,0,221,0,0,0,0,0,0,0,681,0,0,0,0,403,70,1221,139,56,120,687,68,0,939,132,0,0,157,577,0,0,0,0,68,0,0,0,0,0,105,0,0,132,171,0,15,636,0,0,293,3041,3551,0,143,461,7,0,117,411,1485,0,0
"Cell1438",0,0,0,416,0,0,0,0,0,0,3658,0,645,309,3,0,951,0,0,32,0,5575,0,163,0,0,0,0,0,368,0,138,0,497,0,177,0,0,68,0,0,0,0,0,0,6241,0,0,5986,0,537,0,0,0,0,0,90,0,0,0,86,445,0,0,393,33,0,194,0,9,0,19,161,0,0,0,0,0,0,0,0,0,0,309,669,24,220,0,988,0,0,0,0,0,0,0,0,0,32,524,0,143,0,0,0,0,171,0,0,254,0,150,0,281,253,309,270,6974,778,0,0,0,0,130,0,0,0,0,175,156,0,188,0,126,0,0,0,0,0,0,0,0,85,0,211,0,0,451,0,0,0,0,0,0,1829,0,0,225,797,78,119,1246,125,0,0,162,700,15,0,0,0,202,342,0,0,0,0,0,0,0,0,73,0,0,942,0,0,345,3115,3634,59,274,541,0,0,0,274,988,0,115
"Cell1439",30,85,0,382,0,251,0,0,168,0,4207,0,1006,0,0,0,0,0,0,0,0,4049,42,193,225,163,278,179,0,0,0,0,66,559,21,201,39,0,0,0,356,106,0,201,0,7294,0,0,6477,0,404,0,0,0,101,0,140,0,0,0,138,0,0,0,432,0,0,0,0,0,0,0,181,0,0,0,0,56,135,0,234,0,0,354,773,22,0,0,0,0,57,0,630,0,876,0,14,0,0,483,0,154,0,0,0,0,102,0,0,0,0,215,0,0,275,330,0,5646,615,0,0,0,0,0,0,194,0,0,0,0,0,227,0,119,0,0,0,0,0,0,239,0,0,0,0,0,0,845,0,0,0,370,512,0,1656,163,0,0,505,0,0,990,114,0,0,202,664,0,0,0,0,90,485,174,0,0,0,93,178,0,71,0,0,0,726,0,0,0,3862,3827,0,200,0,0,0,119,524,1227,0,110
"Cell1440",0,0,0,0,0,275,285,0,214,0,3982,0,0,0,2,0,1325,0,91,0,51,6605,0,266,309,163,227,0,0,580,0,176,0,0,26,0,0,0,0,0,0,0,0,127,0,7951,0,0,9249,0,416,0,0,0,0,63,0,0,0,0,0,880,0,0,423,0,0,192,740,0,93,0,120,0,0,0,0,0,0,0,413,0,0,268,1056,48,174,0,1437,0,0,0,872,0,1081,0,0,0,0,862,15,0,0,0,0,0,135,0,0,188,0,184,0,240,417,0,325,6651,0,0,0,0,0,0,0,299,107,760,0,158,0,215,228,177,0,0,0,0,0,131,0,0,0,0,189,62,0,787,0,0,0,394,0,110,1859,168,0,154,818,0,163,1498,0,0,0,245,694,0,38,0,0,0,0,126,0,0,0,0,234,0,110,222,0,0,731,0,0,308,3988,4103,0,0,660,0,0,0,504,1479,0,101
"Cell1441",0,57,0,405,46,0,254,0,0,0,3802,0,539,274,0,0,817,0,42,0,0,4810,0,0,324,133,259,0,0,427,0,0,0,497,0,0,0,199,0,0,524,0,0,187,154,6663,0,0,6989,0,414,0,0,0,191,0,90,0,0,0,0,595,0,0,430,30,0,0,1823,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,1079,0,0,0,0,0,0,0,590,0,931,0,0,0,41,590,0,102,0,0,0,0,0,16,0,0,0,518,0,254,292,294,255,5672,457,0,0,0,0,113,24,252,0,316,162,0,0,184,0,141,0,150,0,31,180,0,0,0,95,0,0,0,0,674,0,19,0,0,433,0,1697,202,52,0,667,0,164,1162,0,0,34,0,618,0,0,0,0,0,431,114,0,0,0,0,0,0,93,0,245,0,770,0,0,312,3454,2222,0,152,621,0,0,116,377,1175,0,89
"Cell1442",0,60,0,0,0,189,385,0,220,0,2181,0,714,399,0,0,1060,0,0,0,0,4900,0,0,0,0,0,211,0,304,0,161,0,592,0,0,49,0,171,0,460,91,0,0,114,5595,0,14,5986,0,470,0,0,0,0,34,0,44,0,0,129,467,0,19,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,95,291,0,0,244,646,35,0,0,1148,0,63,0,651,0,625,0,0,0,0,467,0,0,0,0,0,0,75,0,0,130,0,182,0,117,324,235,0,4926,394,0,0,0,0,0,0,276,0,545,152,0,0,0,0,0,0,0,0,38,0,98,0,0,0,0,0,69,0,739,39,24,30,281,0,0,0,191,0,0,568,61,0,692,119,0,0,0,0,0,0,0,0,0,395,178,0,0,0,85,0,0,73,0,257,34,643,0,0,298,2311,2780,0,201,697,0,0,0,402,1517,0,0
"Cell1443",0,59,0,0,0,0,217,0,0,0,3510,0,773,367,0,0,875,0,116,0,0,5040,0,210,227,140,213,0,0,446,0,0,0,681,0,0,0,162,0,0,606,152,0,190,0,6375,0,0,6425,0,413,0,88,6,141,0,0,0,0,0,0,873,0,0,403,0,0,198,0,0,88,0,115,0,0,0,0,0,0,0,291,0,0,318,831,0,0,0,1055,0,0,0,863,8,906,8,29,0,0,590,0,119,0,0,0,0,164,0,0,0,0,180,0,194,434,341,268,5899,885,0,0,0,0,0,0,267,0,473,0,0,0,0,198,108,0,77,0,41,0,0,238,0,112,0,171,0,0,0,0,0,0,312,535,0,2093,0,0,0,893,71,0,1199,0,0,0,0,719,0,0,0,0,198,370,0,0,0,0,143,0,0,0,0,184,0,1084,0,9,259,3611,3134,0,217,0,0,0,0,424,1547,0,150
"Cell1444",0,55,0,0,0,0,232,0,128,0,3706,0,0,314,0,0,791,0,47,0,0,4965,0,196,204,0,220,0,0,515,0,0,67,503,26,197,0,104,66,0,424,119,0,0,0,5997,0,0,6526,0,452,0,0,0,0,58,91,0,0,0,104,617,20,0,296,0,0,0,1927,0,71,14,125,14,0,0,64,0,182,0,312,0,0,0,717,0,0,0,451,0,0,0,660,0,992,0,0,0,0,643,0,105,0,0,0,0,0,0,0,0,0,558,0,0,0,402,320,6183,503,24,0,0,0,0,0,161,0,271,0,0,0,76,0,127,0,124,0,0,0,0,292,0,98,0,185,47,0,685,0,0,55,0,384,0,1902,108,0,0,594,65,0,1417,0,0,31,169,529,0,0,0,0,191,312,145,0,0,0,0,0,0,66,92,0,0,861,0,0,276,3343,2400,0,161,590,0,0,0,371,1371,0,139
"Cell1445",0,0,0,364,15,269,220,25,0,0,2159,0,0,0,0,0,627,0,0,27,0,2979,0,147,248,112,0,174,0,366,0,82,0,375,0,0,50,98,91,0,253,0,0,96,90,4992,0,0,5033,1,0,0,46,0,113,0,0,0,0,0,59,405,22,0,306,26,0,150,1403,0,110,0,0,0,0,0,0,0,138,80,0,0,0,203,0,0,105,0,407,0,0,0,532,0,744,0,0,0,0,412,0,97,0,0,0,0,104,0,0,0,0,320,0,0,0,301,256,4295,289,0,0,0,0,0,0,0,0,373,0,111,0,0,0,78,0,0,0,26,167,144,251,0,0,0,209,0,0,527,0,0,0,261,368,0,1203,0,0,92,633,0,0,955,114,0,0,79,567,0,0,0,0,109,260,0,0,0,0,0,59,0,0,96,0,25,675,13,0,0,2444,1751,0,0,0,0,0,111,293,897,0,0
"Cell1446",0,0,0,365,0,312,310,25,137,0,4269,0,0,396,0,0,1110,0,70,0,45,5494,34,0,283,0,245,275,0,551,0,228,0,629,0,0,83,0,0,0,440,132,0,163,0,5852,0,0,7917,0,418,0,0,0,0,0,0,0,0,0,0,531,0,0,439,0,0,157,1692,0,0,0,0,0,0,0,0,0,138,0,0,0,0,273,0,0,0,0,549,0,105,0,855,0,769,0,0,0,0,575,0,0,0,25,0,0,0,0,0,208,0,549,0,0,328,0,336,6263,0,34,0,0,0,93,15,271,132,619,0,0,0,0,254,170,0,0,0,0,222,0,192,0,0,0,205,0,0,666,0,0,0,0,507,0,2128,138,0,165,761,142,119,1347,0,0,0,0,688,0,0,0,0,0,0,116,46,0,0,124,0,0,100,115,243,0,881,0,0,0,3130,2846,0,0,0,0,5,178,504,1230,0,0
"Cell1447",0,0,0,318,0,0,233,27,0,0,3986,0,545,455,0,0,654,0,0,0,0,3896,0,268,175,0,303,205,0,428,0,0,0,455,0,160,0,140,83,0,0,0,24,165,175,5639,0,0,5620,0,423,0,0,13,0,48,0,20,0,0,0,660,0,0,354,0,0,0,1572,0,0,0,143,0,0,0,0,0,0,0,241,0,0,0,718,0,112,0,514,0,0,0,0,0,644,0,0,0,0,587,0,71,0,0,0,0,0,0,0,0,0,616,33,214,297,423,324,5289,434,0,0,9,0,0,0,0,0,408,127,185,0,0,140,85,0,0,0,45,208,168,207,0,0,0,180,0,0,850,0,0,0,0,265,0,1825,0,46,0,580,0,0,1243,93,0,0,0,613,0,0,0,0,163,331,164,38,0,0,104,0,0,74,106,330,0,673,0,0,267,2595,2296,0,0,0,0,0,0,324,1323,0,81
"Cell1448",0,0,0,256,0,256,240,0,0,0,2452,0,549,0,0,0,976,0,76,0,0,3593,0,0,196,127,0,0,0,0,0,90,0,427,0,156,0,0,72,0,419,0,0,0,0,6042,0,0,6195,0,424,0,31,0,130,0,86,0,0,0,112,0,0,0,309,0,0,155,421,0,0,0,0,0,0,0,67,0,0,101,0,25,0,256,692,0,182,0,739,0,0,0,541,0,682,0,0,0,0,466,0,157,0,0,0,0,0,14,0,163,0,136,0,216,0,302,245,5182,713,0,0,0,0,80,0,193,125,0,123,86,0,0,173,124,0,0,0,24,0,0,262,0,0,0,190,0,0,505,0,0,0,251,432,0,2093,0,0,151,896,0,0,1122,0,0,40,142,698,0,0,0,0,150,317,0,0,0,0,0,0,0,66,117,182,30,0,0,0,192,2452,3030,0,140,0,0,0,112,0,1397,0,0
"Cell1449",0,0,7,339,0,0,161,19,148,0,2675,0,483,333,0,0,535,0,0,0,0,3408,0,0,144,0,0,141,0,0,0,0,0,379,0,134,0,113,0,0,279,0,0,0,114,4316,0,0,4723,0,0,0,0,0,167,0,0,30,0,0,126,338,0,15,0,0,0,172,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,571,0,90,0,0,0,0,0,443,0,668,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,5508,429,0,0,0,0,0,0,0,0,0,0,0,0,93,112,0,0,117,0,0,0,135,209,0,0,0,159,0,0,517,0,0,29,310,0,43,1410,0,35,0,428,0,0,621,0,0,0,0,0,13,0,0,0,94,293,98,0,0,0,0,0,0,73,0,0,0,0,0,0,196,2309,1347,0,0,402,0,0,0,0,998,0,0
"Cell1450",43,0,9,354,0,0,268,0,0,15,3959,0,614,0,0,0,877,0,132,0,0,0,0,260,213,172,0,218,82,0,0,0,53,757,0,0,0,176,136,0,457,0,0,182,0,7174,0,0,7768,0,416,0,0,0,97,0,120,0,0,0,192,0,0,0,431,67,0,240,692,0,0,0,0,0,0,54,69,0,0,0,0,0,0,416,804,0,338,0,1080,0,0,0,790,0,0,0,0,0,0,678,0,0,52,21,0,0,131,0,0,0,0,0,0,246,0,383,0,6560,921,0,0,0,0,0,0,0,0,0,0,121,0,215,300,0,0,93,0,34,129,191,200,0,0,0,0,0,0,0,79,0,0,0,487,0,2893,0,74,232,0,106,0,1730,118,0,0,154,0,0,0,0,0,0,632,104,0,0,0,0,0,0,87,0,0,0,1271,0,0,284,3470,4224,0,0,639,0,0,149,0,1248,0,139
"Cell1451",0,0,0,427,0,197,0,0,0,0,2554,0,0,364,0,0,919,0,0,24,0,4250,0,0,220,107,210,113,53,0,0,0,0,564,0,92,0,0,0,0,0,0,0,0,113,5033,0,0,6077,0,382,0,0,0,120,38,0,0,0,0,0,0,0,0,0,0,0,164,323,0,115,0,106,0,0,43,0,0,139,87,183,0,0,199,726,0,260,0,770,0,0,0,566,0,775,0,0,0,0,642,0,109,26,0,0,0,79,6,0,159,0,308,0,0,0,0,0,5404,713,0,0,0,0,0,0,206,113,0,0,0,0,159,250,156,0,0,0,27,118,0,166,0,0,0,0,0,0,476,0,0,0,300,430,0,1468,0,0,197,708,0,133,917,0,0,0,112,488,0,0,0,0,0,0,0,0,0,0,95,0,0,77,0,0,29,1109,0,0,231,2821,2473,0,0,472,0,0,0,0,0,0,0
"Cell1452",26,70,0,370,0,190,0,0,0,0,2196,0,0,0,0,16,784,0,54,0,0,4698,0,216,247,0,216,125,0,0,0,148,0,444,0,0,0,167,0,0,451,107,0,0,0,5889,0,0,6096,0,321,0,0,0,119,0,110,0,0,0,95,580,0,0,259,0,0,0,1086,0,0,0,0,0,0,0,0,49,0,0,322,0,0,0,0,0,74,0,419,0,0,0,475,0,646,0,0,0,0,507,0,0,0,0,0,0,70,0,0,250,0,599,0,207,0,327,257,4838,532,31,0,0,0,0,0,154,139,418,0,0,0,0,0,0,0,136,0,0,0,154,200,0,0,0,0,0,0,0,46,0,0,347,0,65,1819,212,0,0,427,0,0,980,0,0,0,0,0,0,0,6,0,131,384,0,0,0,0,0,106,0,0,94,0,0,680,0,0,0,0,1712,0,197,0,0,0,0,366,0,0,130
"Cell1453",0,0,0,0,0,258,0,0,148,0,2664,0,654,342,0,0,0,0,0,0,0,2984,34,0,286,135,0,185,62,0,0,170,0,583,13,123,0,136,108,0,357,0,0,0,166,5885,0,19,6048,0,387,0,0,0,117,79,0,0,0,0,97,538,38,0,215,0,0,153,382,0,0,14,0,0,0,0,0,30,120,111,341,0,0,260,752,0,180,0,868,0,62,0,579,0,734,0,0,0,0,0,0,0,30,0,0,0,70,0,0,0,0,204,0,234,0,383,223,6181,570,0,0,0,0,0,0,184,153,389,0,136,0,171,0,105,0,81,0,0,208,157,0,0,0,0,163,32,0,772,37,0,0,320,393,77,1366,122,0,0,658,44,150,0,0,0,0,0,412,0,0,0,0,167,0,0,35,0,0,0,0,0,82,0,170,0,0,0,0,313,2955,4008,0,292,0,0,0,0,0,1251,0,0
"Cell1454",0,0,0,263,0,0,216,0,107,0,3251,0,0,0,0,0,819,0,0,0,29,4565,0,0,0,148,238,115,0,361,0,0,0,0,0,0,62,0,0,0,0,0,0,198,137,5115,0,0,7363,0,291,0,0,0,149,0,0,0,0,0,0,0,34,0,459,64,0,161,1732,0,0,0,160,0,0,0,0,0,0,0,293,0,0,343,657,0,139,0,0,0,0,0,629,0,788,0,0,0,0,488,0,0,0,0,0,0,27,0,0,0,0,387,0,209,301,260,0,5677,445,0,0,0,0,0,0,229,120,0,0,0,0,0,0,0,0,134,0,0,110,191,0,0,0,0,189,74,0,702,0,0,0,347,0,65,1733,0,0,136,494,0,0,0,0,0,0,139,463,0,0,0,0,0,256,0,52,0,0,0,0,0,0,0,0,26,612,0,0,0,2534,1855,0,221,429,0,0,0,263,980,0,0
"Cell1455",0,0,13,350,0,0,0,0,222,0,3785,0,740,324,0,0,1445,0,112,0,0,4983,0,232,0,159,234,106,0,308,0,0,0,483,0,240,59,47,0,0,0,72,0,124,238,6230,0,0,7766,0,336,0,0,0,0,0,100,0,0,0,0,548,0,0,0,0,0,208,546,0,0,0,0,0,0,0,72,0,158,0,0,0,0,231,0,37,132,0,1046,0,130,0,829,0,890,0,0,0,0,463,0,0,0,36,0,0,139,21,0,190,0,272,0,307,0,365,336,5006,437,0,0,0,0,0,0,247,200,713,0,0,0,0,275,0,0,0,0,0,167,166,0,0,80,0,0,0,0,814,0,0,0,371,398,89,1547,200,53,0,0,103,166,1164,0,0,0,110,572,15,0,0,0,0,524,0,0,0,0,122,0,0,0,0,197,0,866,0,0,296,3414,3789,0,280,498,0,0,112,420,1246,0,0
"Cell1456",36,0,0,306,0,0,0,0,101,0,3818,0,618,419,0,0,0,0,117,29,0,3663,0,223,0,0,0,0,0,450,0,128,0,443,0,0,41,160,145,0,543,162,19,0,127,7236,0,0,7480,0,480,0,0,0,0,0,96,0,0,0,0,734,0,0,494,0,0,169,563,11,0,0,144,0,0,0,0,0,128,0,429,0,0,328,761,0,280,0,1203,0,71,0,700,0,801,0,0,0,0,576,0,0,30,0,0,0,121,0,0,0,0,214,0,0,347,295,329,5985,0,0,0,0,0,84,0,291,0,451,0,0,0,0,196,126,0,0,0,43,197,126,0,0,0,0,0,0,0,553,0,0,41,381,451,0,1780,0,0,0,688,88,0,1264,107,0,0,222,538,0,0,0,0,0,492,0,26,0,0,81,0,0,0,0,216,0,1248,0,0,296,2979,3493,33,239,625,0,0,133,0,1117,0,131
